make_model,location,price,body_type,type,warranty,mileage,gearbox,fuel_type,colour,paint,seller,gears,drivetrain,entertainment_media,extras,full_service_history,nonsmoker_vehicle,upholstery,power_hp,safety_category,emission_category
Peugeot 207,NL,9944.0, Convertible, Used,No,41168.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,1.0,Yes,No,Cloth,120.0,low,mid
Peugeot 207,DE,9850.0, Convertible, Used,Yes,44380.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,5.0,No,Yes,Leather,120.0,middle,mid
Peugeot 207,DE,8490.0, Convertible, Used,No,56000.0,Manual,benzine,Red,Metallic,Dealer,5.0, Front,Standard,3.0,Yes,Yes,Leather,150.0,low,mid-low
Peugeot 207,DE,5800.0, Convertible, Used,Yes,143350.0,Manual,benzine,White,Nonmetallic,Dealer,5.0, Front,Standard,3.0,Yes,No,Cloth,120.0,low,mid
Peugeot 207,NL,4950.0, Convertible, Used,Yes,230083.0,Automatic,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,2.0,No,No,Leather,120.0,low,mid-low
Peugeot 207,NL,7445.0, Convertible, Used,No,142443.0,Manual,benzine,Blue,Metallic,Dealer,5.0, Front,Standard,1.0,Yes,No,Leather,156.0,low,mid
Peugeot 207,DE,11200.0, Convertible, Used,No,52500.0,Manual,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,4.0,Yes,No,Leather,120.0,low,mid
Peugeot 207,DE,7950.0, Convertible, Used,No,73364.0,Manual,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,2.0,No,Yes,Leather,120.0,low,mid
Peugeot 308,NL,6799.0, Convertible, Used,No,126473.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,2.0,Yes,No,Leather,120.0,low,high
Peugeot 207,NL,6645.0, Convertible, Used,No,93988.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,2.0,Yes,No,Leather,120.0,low,mid-low
Peugeot 205,IT,5900.0, Convertible, Used,No,45188.0,Manual,benzine,White,Nonmetallic,Dealer,5.0, Front,Standard,3.0,No,No,Cloth,54.0,low,low
Peugeot 207,FR,4990.0, Convertible, Used,No,99000.0,Manual,benzine,Grey,Nonmetallic,Dealer,5.0, Rear,Standard,1.0,No,No,Leather,120.0,low,mid-low
Peugeot 108,IT,12990.0, Convertible, Used,Yes,16000.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,4.0,Yes,No,Cloth,72.0,middle,high
Peugeot 206,DE,4050.0, Convertible, Used,No,102000.0,Manual,benzine,Silver,Metallic,Private seller,5.0, Front,Standard,3.0,No,Yes,Cloth,109.0,low,mid
Peugeot 108,NL,14345.0, Convertible, Used,Yes,4265.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,1.0,Yes,No,Cloth,72.0,middle,high
Peugeot 308,DE,12900.0, Convertible, Used,No,76200.0,Automatic,diesel,Brown,Metallic,Private seller,6.0, Front,Standard,6.0,No,Yes,Leather,163.0,middle,mid-low
Peugeot 108,DE,12790.0, Convertible, Used,Yes,13956.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,8.0,Yes,Yes,Cloth,72.0,middle,high
Peugeot 108,DE,13900.0, Convertible, Used,Yes,25500.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,3.0,Yes,Yes,Other,72.0,middle,high
Peugeot 207,DE,4499.0, Convertible, Used,No,121345.0,Manual,benzine,Silver,Metallic,Dealer,5.0, Front,Standard,4.0,Yes,Yes,Leather,150.0,middle,mid-low
Peugeot 307,IT,4700.0, Convertible, Used,Yes,93135.0,Manual,benzine,Silver,Metallic,Dealer,5.0, Front,Standard,4.0,No,No,Cloth,109.0,low,mid-low
Peugeot 206,IT,5800.0, Convertible, Used,Yes,71500.0,Manual,benzine,Blue,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,low
Peugeot 206,BE,2500.0, Convertible, Used,No,170000.0,Manual,benzine,Silver,Metallic,Private seller,5.0, Front,Standard,1.0,Yes,Yes,Cloth,109.0,low,mid
Peugeot 206,FR,1490.0, Convertible, Used,No,245000.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,140.0,low,low
Peugeot 307,IT,3900.0, Convertible, Used,Yes,179000.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,1.0,Yes,No,Cloth,109.0,low,low
Peugeot 206,NL,1500.0, Convertible, Used,No,136074.0,Manual,benzine,Grey,Metallic,Private seller,5.0, Front,Standard,2.0,No,Yes,Leather,136.0,low,mid-low
Peugeot 308,BE,10900.0, Convertible, Used,No,87000.0,Manual,diesel,Grey,Metallic,Dealer,6.0, Front,Standard,4.0,Yes,Yes,Leather,114.0,middle,mid
Peugeot 308,ES,6990.0, Convertible, Used,Yes,176350.0,Manual,benzine,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,122.0,low,high
Peugeot 206,ES,3900.0, Convertible, Used,Yes,160497.0,Manual,benzine,Red,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,137.0,low,low
Peugeot 207,ES,4990.0, Convertible, Used,Yes,193000.0,Manual,benzine,Beige,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,120.0,low,mid-low
Peugeot 207,ES,5990.0, Convertible, Used,Yes,141731.0,Manual,diesel,Black,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,110.0,low,mid-low
Peugeot 206,ES,3999.0, Convertible, Used,Yes,160000.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,No,Leather,137.0,low,low
Peugeot 308,ES,9795.0, Convertible, Used,No,136450.0,Manual,benzine,Brown,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,156.0,low,high
Peugeot 207,ES,8960.0, Convertible, Used,Yes,79000.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,No,Leather,120.0,low,mid-low
Peugeot 307,ES,4290.0, Convertible, Used,No,316000.0,Manual,diesel,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Leather,136.0,low,mid-low
Peugeot 307,ES,5990.0, Convertible, Used,Yes,89200.0,Manual,benzine,Violet,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,mid-low
Peugeot 306,NL,2500.0, Convertible, Used,No,136883.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Other,101.0,low,low
Peugeot 308,ES,12500.0, Convertible, Used,Yes,89500.0,Manual,benzine,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Peugeot 206,DE,3350.0, Convertible, Used,No,143800.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,3.0,No,No,Leather,136.0,low,low
Peugeot 206,ES,4350.0, Convertible, Used,Yes,160505.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,low
Peugeot 307,ES,5990.0, Convertible, Used,Yes,147000.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,No,Leather,109.0,low,mid-low
Peugeot 206,NL,1199.0, Convertible, Used,No,270230.0,Manual,benzine,Red,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,low
Peugeot 308,ES,10450.0, Convertible, Used,Yes,165404.0,Manual,benzine,White,Nonmetallic,Dealer,6.0, Front,Standard,2.0,No,No,Cloth,156.0,low,high
Peugeot 207,DE,9990.0, Convertible, Used,Yes,84000.0,Manual,benzine,Blue,Metallic,Dealer,5.0, Front,Standard,10.0,Yes,Yes,Leather,156.0,middle,mid
Peugeot 206,ES,4498.0, Convertible, Used,No,134593.0,Manual,benzine,Red,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,low
Peugeot 308,ES,11900.0, Convertible, Used,Yes,133000.0,Manual,benzine,Red,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Peugeot 307,ES,4990.0, Convertible, Used,Yes,110000.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,137.0,low,mid-low
Peugeot 307,ES,3899.0, Convertible, Used,Yes,205000.0,Manual,benzine,Red,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,mid-low
Peugeot 206,ES,2700.0, Convertible, Used,No,137000.0,Manual,benzine,Violet,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,137.0,low,low
Peugeot 207,ES,5490.0, Convertible, Used,Yes,169000.0,Manual,diesel,Black,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,mid-low
Peugeot 206,DE,2300.0, Convertible, Used,No,241229.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,109.0,low,low
Peugeot 308,DE,10950.0, Convertible, Used,Yes,89971.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,5.0,Yes,Yes,Leather,156.0,middle,mid
Peugeot 207,DE,7900.0, Convertible, Used,No,69400.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,4.0,No,Yes,Cloth,156.0,low,mid
Peugeot 307,ES,6500.0, Convertible, Used,Yes,152723.0,Manual,benzine,Red,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,110.0,low,mid-low
Peugeot 307,ES,4495.0, Convertible, Used,No,160000.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,137.0,low,mid-low
Peugeot 307,ES,5500.0, Convertible, Used,Yes,150800.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,mid-low
Peugeot 207,ES,6490.0, Convertible, Used,Yes,161800.0,Manual,diesel,Green,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,mid-low
Peugeot 207,DE,6450.0, Convertible, Used,No,89000.0,Automatic,benzine,Grey,Metallic,Dealer,4.0, Front,Standard,4.0,No,No,Leather,120.0,low,mid-low
Peugeot 206,DE,2890.0, Convertible, Used,No,156007.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,4.0,No,Yes,Cloth,109.0,low,mid-low
Peugeot 206,DE,2790.0, Convertible, Used,No,128000.0,Manual,benzine,Silver,Metallic,Dealer,5.0, Front,Standard,2.0,Yes,Yes,Leather,136.0,middle,mid-low
Peugeot 308,FR,14490.0, Convertible, Used,Yes,36200.0,Manual,diesel,Brown,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,111.0,low,mid
Peugeot 308,ES,7600.0, Convertible, Used,Yes,157321.0,Manual,benzine,Blue,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Peugeot 308,ES,10300.0, Convertible, Used,Yes,144000.0,Automatic,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,136.0,low,high
Peugeot 307,ES,6995.0, Convertible, Used,Yes,177000.0,Manual,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Leather,136.0,low,mid-low
Peugeot 206,DE,3300.0, Convertible, Used,Yes,107800.0,Manual,benzine,Silver,Metallic,Dealer,5.0, Front,Standard,7.0,Yes,Yes,Leather,136.0,middle,low
Peugeot 207,ES,8900.0, Convertible, Used,No,98997.0,Manual,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Leather,111.0,low,mid-low
Peugeot 206,ES,4000.0, Convertible, Used,No,160000.0,Manual,benzine,Silver,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,low
Peugeot 207,DE,3990.0, Convertible, Used,No,122000.0,Manual,benzine,Silver,Metallic,Dealer,5.0, Front,Standard,5.0,Yes,No,Cloth,120.0,low,mid-low
Peugeot 307,ES,7900.0, Convertible, Used,No,17000.0,Manual,benzine,Blue,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,mid-low
Peugeot 207,ES,5900.0, Convertible, Used,Yes,139000.0,Manual,diesel,Violet,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,mid-low
Peugeot 207,DE,11489.0, Convertible, Used,Yes,49785.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,3.0,Yes,Yes,Leather,156.0,middle,mid
Peugeot 308,ES,11390.0, Convertible, Used,Yes,112427.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Peugeot 207,ES,7500.0, Convertible, Used,Yes,94222.0,Manual,benzine,Grey,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,No,Leather,120.0,low,mid-low
Peugeot 207,ES,6800.0, Convertible, Used,Yes,151565.0,Manual,benzine,Red,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,120.0,low,mid-low
Peugeot 308,ES,9900.0, Convertible, Used,Yes,133000.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,140.0,low,high
Peugeot 306,DE,3900.0, Convertible, Used,No,148000.0,Manual,benzine,Yellow,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,88.0,low,low
Peugeot 206,DE,3850.0, Convertible, Used,Yes,145654.0,Manual,benzine,Blue,Metallic,Dealer,5.0, Front,Standard,8.0,Yes,Yes,Leather,109.0,low,low
Peugeot 308,ES,9990.0, Convertible, Used,Yes,128856.0,Manual,benzine,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Peugeot 308,ES,9990.0, Convertible, Used,Yes,170561.0,Manual,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,140.0,low,high
Peugeot 308,ES,10475.0, Convertible, Used,Yes,98775.0,Manual,benzine,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,122.0,low,high
Peugeot 207,DE,4999.0, Convertible, Used,No,87000.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,5.0,No,Yes,Leather,120.0,low,mid-low
Peugeot 308,ES,11990.0, Convertible, Used,Yes,109013.0,Manual,benzine,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Peugeot 307,ES,6500.0, Convertible, Used,Yes,99000.0,Manual,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,141.0,low,mid-low
Peugeot 207,ES,4490.0, Convertible, Used,Yes,198000.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,120.0,low,mid-low
Peugeot 206,ES,3900.0, Convertible, Used,No,224000.0,Manual,benzine,Blue,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,low
Peugeot 308,ES,10650.0, Convertible, Used,Yes,119000.0,Manual,benzine,Grey,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Peugeot 308,ES,10890.0, Convertible, Used,Yes,121073.0,Manual,benzine,Grey,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Peugeot 207,DE,5500.0, Convertible, Used,No,142000.0,Manual,benzine,Black,Nonmetallic,Private seller,5.0, Front,Standard,3.0,No,Yes,Leather,120.0,low,mid
Peugeot 207,DE,12150.0, Convertible, Used,Yes,57000.0,Manual,benzine,White,Nonmetallic,Dealer,5.0, Front,Standard,2.0,Yes,No,Cloth,120.0,low,mid
Peugeot 207,DE,4600.0, Convertible, Used,No,153424.0,Manual,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,9.0,Yes,Yes,Leather,150.0,middle,mid-low
Peugeot 307,ES,6980.0, Convertible, Used,Yes,180000.0,Manual,diesel,Black,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,136.0,low,mid-low
Peugeot 206,ES,3750.0, Convertible, Used,No,185000.0,Manual,diesel,Red,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,110.0,low,low
Peugeot 207,DE,4950.0, Convertible, Used,No,139445.0,Automatic,benzine,Grey,Metallic,Dealer,4.0, Front,Standard,7.0,No,Yes,Cloth,120.0,low,mid-low
Peugeot 207,BE,7800.0, Convertible, Used,No,9063.0,Manual,benzine,Blue,Metallic,Dealer,5.0, Front,Standard,1.0,Yes,Yes,Cloth,120.0,low,mid
Peugeot 206,DE,890.0, Convertible, Used,No,203837.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,2.0,No,Yes,Leather,109.0,low,low
Peugeot 206,BE,2200.0, Convertible, Used,No,128573.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,3.0,No,Yes,Cloth,109.0,low,mid-low
Peugeot 307,NL,2750.0, Convertible, Used,No,126000.0,Manual,benzine,Blue,Metallic,Private seller,5.0, Front,Standard,6.0,Yes,Yes,Leather,204.0,low,low
Peugeot 504,BE,26500.0, Convertible, Used,No,76000.0,Manual,benzine,White,Nonmetallic,Private seller,4.0, Rear,Standard,1.0,No,No,Leather,105.0,low,high
Peugeot 206,DE,950.0, Convertible, Used,No,170000.0,Manual,benzine,Silver,Nonmetallic,Private seller,5.0, Front,Mid-range,2.0,No,No,Leather,109.0,low,mid-low
Peugeot 206,DE,999.0, Convertible, Used,No,153416.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,Yes,Leather,109.0,low,low
Peugeot 308,DE,13900.0, Convertible, Used,No,41400.0,Manual,diesel,Black,Nonmetallic,Private seller,6.0, Front,Standard,5.0,Yes,Yes,Leather,163.0,middle,high
Peugeot 307,NL,2750.0, Convertible, Used,No,174755.0,Manual,benzine,Red,Nonmetallic,Dealer,5.0, Front,Standard,3.0,Yes,No,Leather,177.0,low,mid-low
Peugeot 308,BE,12500.0, Convertible, Used,No,86000.0,Manual,diesel,White,Metallic,Private seller,6.0, Front,Standard,2.0,No,Yes,Leather,136.0,low,mid
Peugeot 206,NL,1000.0, Convertible, Used,No,260000.0,Manual,benzine,Blue,Nonmetallic,Private seller,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,low
Peugeot 307,ES,3200.0, Convertible, Used,No,182000.0,Manual,benzine,Red,Nonmetallic,Private seller,5.0, Front,Standard,1.0,No,No,Leather,179.0,low,mid-low
Peugeot 308,DE,12500.0, Convertible, Used,No,77300.0,Manual,benzine,White,Nonmetallic,Private seller,6.0, Front,Standard,11.0,No,Yes,Cloth,156.0,middle,mid
Peugeot 307,BE,7999.0, Convertible, Used,No,79000.0,Manual,diesel,Red,Metallic,Private seller,6.0, Front,Standard,3.0,Yes,No,Leather,136.0,low,mid-low
Peugeot 308,DE,9900.0, Convertible, Used,No,114000.0,Automatic,diesel,Brown,Metallic,Private seller,6.0, Front,Standard,7.0,Yes,Yes,Leather,163.0,middle,high
Peugeot 307,NL,3900.0, Convertible, Used,No,177528.0,Manual,benzine,Silver,Nonmetallic,Private seller,5.0, Front,Standard,1.0,No,No,Leather,136.0,low,low
Peugeot 207,BE,5990.0, Convertible, Used,No,64800.0,Manual,benzine,Grey,Nonmetallic,Private seller,5.0, Front,Standard,1.0,No,No,Leather,120.0,low,mid-low
Peugeot 206,DE,3290.0, Convertible, Used,Yes,89000.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,8.0,Yes,Yes,Leather,136.0,low,mid-low
Peugeot 308,BE,3999.0, Convertible, Used,No,232000.0,Manual,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,140.0,low,mid
Peugeot 307,NL,2750.0, Convertible, Used,No,294383.0,Manual,benzine,Black,Nonmetallic,Private seller,5.0, Front,Standard,1.0,No,No,Leather,140.0,low,mid-low
Peugeot 308,BE,9850.0, Convertible, Used,Yes,85292.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,3.0,Yes,Yes,Cloth,156.0,middle,mid
Peugeot 207,DE,2950.0, Convertible, Used,No,65251.0,Manual,benzine,White,Metallic,Private seller,6.0, Front,Standard,3.0,No,Yes,Leather,150.0,low,mid-low
Peugeot 206,NL,1000.0, Convertible, Used,No,220000.0,Manual,benzine,Silver,Nonmetallic,Private seller,5.0, Front,Standard,1.0,No,No,Leather,136.0,low,low
Peugeot Expert,FR,4490.0, Convertible, Used,No,203700.0,Automatic,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,mid
Peugeot 206,NL,950.0, Convertible, Used,No,266000.0,Manual,benzine,Red,Nonmetallic,Private seller,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,low
Peugeot 308,DE,4895.0, Convertible, Used,No,240171.0,Manual,diesel,White,Metallic,Dealer,6.0, Front,Standard,3.0,No,No,Cloth,114.0,middle,high
Peugeot 206,NL,1000.0, Convertible, Used,No,259000.0,Manual,benzine,Blue,Nonmetallic,Private seller,5.0, Front,Standard,3.0,No,No,Leather,109.0,low,low
Peugeot 206,NL,1550.0, Convertible, Used,No,153500.0,Manual,benzine,Silver,Metallic,Private seller,5.0, Front,Standard,4.0,Yes,Yes,Leather,136.0,low,low
Peugeot 307,DE,3000.0, Convertible, Used,No,208901.0,Manual,benzine,Red,Metallic,Dealer,5.0, Front,Standard,3.0,No,Yes,Leather,177.0,low,mid-low
Peugeot 206,NL,1850.0, Convertible, Used,No,158327.0,Manual,benzine,Orange,Metallic,Dealer,5.0, Front,Standard,1.0,Yes,No,Cloth,136.0,low,low
Peugeot 206,NL,1950.0, Convertible, Used,No,161662.0,Manual,benzine,Black,Nonmetallic,Private seller,5.0, Front,Standard,3.0,No,Yes,Leather,109.0,low,low
Peugeot 308,DE,8900.0, Convertible, Used,No,173000.0,Manual,diesel,White,Metallic,Private seller,6.0, Front,Standard,6.0,No,Yes,Cloth,163.0,middle,mid
Peugeot 307,NL,3700.0, Convertible, Used,No,170030.0,Manual,benzine,Red,Metallic,Private seller,5.0, Front,Standard,10.0,Yes,Yes,Leather,177.0,low,low
Peugeot 308,NL,8995.0, Convertible, Used,No,121339.0,Manual,benzine,White,Metallic,Dealer,6.0, Front,Standard,1.0,Yes,No,Leather,156.0,low,mid
Peugeot 207,BE,1999.0, Convertible, Used,No,249000.0,Manual,diesel,Bronze,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,109.0,low,mid-low
Peugeot 307,DE,2499.0, Convertible, Used,No,218500.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,2.0,No,Yes,Leather,177.0,low,low
Peugeot 206,DE,1750.0, Convertible, Used,No,152000.0,Manual,benzine,Red,Metallic,Dealer,5.0, Front,Standard,4.0,Yes,No,Leather,109.0,low,mid-low
Peugeot 307,NL,3250.0, Convertible, Used,No,278919.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,3.0,No,No,Leather,177.0,low,low
Peugeot 308,BE,7750.0, Convertible, Used,No,158000.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,3.0,No,No,Cloth,114.0,low,mid
Peugeot 206,NL,999.0, Convertible, Used,No,178000.0,Manual,benzine,Black,Nonmetallic,Private seller,5.0, Front,Standard,3.0,No,No,Leather,136.0,low,low
Peugeot 205,FR,8990.0, Convertible, Used,No,198000.0,Manual,benzine,Green,Nonmetallic,Private seller,5.0, Front,Standard,2.0,No,No,Leather,114.0,low,low
Peugeot 205,IT,4900.0, Convertible, Used,No,94000.0,Manual,benzine,Grey,Metallic,Private seller,5.0, Front,Standard,3.0,No,No,Cloth,117.0,low,low
Peugeot 307,DE,3750.0, Convertible, Used,No,155000.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,5.0,Yes,Yes,Leather,177.0,middle,mid-low
Peugeot 308,FR,6990.0, Convertible, Used,Yes,170000.0,Manual,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,140.0,low,high
Peugeot 206,NL,3295.0, Convertible, Used,No,83000.0,Manual,benzine,Blue,Metallic,Private seller,5.0, Front,Standard,3.0,No,Yes,Leather,136.0,low,low
Peugeot 307,NL,2950.0, Convertible, Used,No,186000.0,Manual,benzine,Silver,Nonmetallic,Private seller,5.0, Front,Standard,1.0,No,No,Leather,136.0,low,low
Peugeot 308,BE,6490.0, Convertible, Used,Yes,132500.0,Manual,diesel,White,Metallic,Dealer,6.0, Front,Standard,5.0,Yes,No,Cloth,111.0,middle,mid
Peugeot 308,DE,8990.0, Convertible, Used,No,104000.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,5.0,Yes,Yes,Leather,140.0,low,high
Peugeot 307,NL,2300.0, Convertible, Used,No,230690.0,Manual,benzine,Black,Nonmetallic,Private seller,5.0, Front,Standard,1.0,No,No,Leather,122.0,low,mid-low
Peugeot 307,DE,2400.0, Convertible, Used,No,165000.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,4.0,Yes,Yes,Leather,177.0,low,mid-low
Peugeot 206,NL,1950.0, Convertible, Used,No,191022.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,2.0,No,No,Cloth,109.0,low,low
Peugeot 308,FR,6990.0, Convertible, Used,Yes,174100.0,Manual,diesel,Grey,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,high
Peugeot 206,NL,1999.0, Convertible, Used,No,215000.0,Manual,benzine,Silver,Metallic,Private seller,5.0, Front,Standard,1.0,No,Yes,Leather,136.0,low,low
Peugeot 206,NL,944.0, Convertible, Used,No,225339.0,Manual,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,136.0,low,low
Peugeot 308,DE,5990.0, Convertible, Used,Yes,190200.0,Manual,diesel,White,Metallic,Dealer,6.0, Front,Standard,4.0,No,Yes,Cloth,163.0,low,mid
Peugeot 307,BE,3850.0, Convertible, Used,No,219000.0,Manual,diesel,Black,Nonmetallic,Private seller,6.0, Front,Standard,1.0,No,Yes,Leather,136.0,low,mid-low
Peugeot 308,BE,5000.0, Convertible, Used,No,223000.0,Manual,diesel,White,Nonmetallic,Private seller,6.0, Front,Standard,3.0,No,No,Cloth,111.0,low,mid
Peugeot 207,BE,3949.0, Convertible, Used,Yes,184014.0,Manual,diesel,Black,Metallic,Dealer,5.0, Front,Standard,3.0,Yes,Yes,Leather,109.0,low,mid-low
Peugeot 206,DE,1300.0, Convertible, Used,No,208000.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,9.0,Yes,Yes,Leather,136.0,low,low
Peugeot 307,DE,4999.0, Convertible, Used,No,71000.0,Manual,benzine,Green,Metallic,Private seller,5.0, Front,Standard,3.0,No,Yes,Leather,140.0,low,mid-low
